car_number,color,time,text,handle,user_id,tweet_id
1257,RED,2013-09-20T20:19:52+00:00,@wmata Red line car 1257 to Glenmont #hotcar,srfrjulie,128928959,381150738149560320
1257,NONE,2013-09-20T20:34:42+00:00,#hotcar 1257. @wmata @MetroTAG,rcfoster1,97989406,381154473571549184
4008,RED,2013-09-20T21:17:26+00:00,Friday commute home on the redline in a #hotcar (4008). Just what I needed to end the week. #wmata,itsJayLa,342311578,381165226336735232
3067,NONE,2013-09-20T23:08:21+00:00,"@unsuckdcmetro
@wmata
#hotcar 3067",stumoney13,335666863,381193139157233664
1257,NONE,2013-09-21T18:33:15+00:00,@wmata #hotcar 1257.,lewsnews,32786704,381486296126226432
4051,BLUE,2013-09-22T03:51:39+00:00,@MetroHotCars Blue line car 4051 is a #hotcar #wmata,MetroRage,269801073,381626822133157889
1013,RED,2013-09-22T21:27:22+00:00,#wmatahotcar red line 1013 #wmata #hotcar,PaigeFadden,581949900,381892504075116544
6008,RED,2013-09-22T22:13:03+00:00,"#wmata #hotcar 6008, red",cupojojo9,19208512,381903998741405696
1124,YELLOW,2013-09-23T12:39:46+00:00,"On a related note, YL 1124 is absolutely blasting the heat this morning.  #wmata #hotcar?",LowHeadways,574513900,382122114708701184
1166,RED,2013-09-24T20:45:28+00:00,@wmata #wmata Car 1166 on Red is a #hotcar,thisisbossi,229348030,382606735577726976
1013,RED,2013-09-24T21:10:13+00:00,#wmata #hotcar 1013 red line,phoegel,16162599,382612963372593152
6008,NONE,2013-09-24T21:15:04+00:00,@wmata It is NOT cool enough outside to turn the heat on for metro rail. It's way too hot in this car (#6008).,ExtraNoWay,183337476,382614181218107392
1065,GREEN,2013-09-24T21:31:17+00:00,Green line 1065 #hotcar @wmata,benedictthemad,441996445,382618264767307776
1189,NONE,2013-09-25T20:26:49+00:00,@wmata #hotcar OR 1189.,lewsnews,32786704,382964427810947072
1207,GREEN,2013-09-26T13:19:10+00:00,"I think they're just blasting the heat, but either way GR 1207 is a super #hotcar #wmata",LowHeadways,574513900,383219196077027328
6084,ORANGE,2013-09-26T20:49:19+00:00,Orange line car 6084 is a hotcar @unsuckdcmetro @wmata,jonshore,16910490,383332478406389760
6084,ORANGE,2013-09-26T21:01:58+00:00,@MetroHotCars @Metrorailinfo @unsuckdcmetro orange line car 6084 to #vienna is a #hotcar #unsuckdcmetro #metro,stevemmedlock,499705659,383335660620644352
1005,ORANGE,2013-09-26T21:09:26+00:00,@metrohotcars #hotcar 1005 OL,TestyKats,972729500,383337542948769792
1261,NONE,2013-09-26T21:47:02+00:00,And now I'm on a hot car?!? Wtf! #wmata #hotcar #1261,itsJayLa,342311578,383347004178714624
5138,YELLOW,2013-09-26T22:09:08+00:00,YL 5138 is a #hotcar.  Also a #stinkycar. #WMATA ,auburntigerrich,15503308,383352564668174336
6132,ORANGE,2013-09-27T12:14:28+00:00,Orange line 6132 has no operational cabin vent fans.  @wmata #hotcar,BMyersRF,588801834,383565301033758720
4032,RED,2013-09-27T20:07:00+00:00,@wmata @Metrorailinfo #hotcar number 4032 currently on the redline toward Glenmont.,jennygolightly,41221990,383684217361928192
5073,BLUE,2013-09-27T20:19:02+00:00,@unsuckdcmetro @FixWMATA @wmata Blue line 5073 is a #hotcar and it's not even hot out. http://t.co/SF7PlPtKrB,jondagle,18710144,383687246706008064
5065,ORANGE,2013-09-27T20:54:48+00:00,@MetroHotCars #hot car 5065 #Orange line,UnleafTheKraken,249353902,383696246185414656
1138,RED,2013-09-27T22:04:11+00:00,#wmata RL car # 1138 is a #hotcar. This amount of heating is not appropriate for any season much less early fall.,CookJohnC,16638713,383713706989060096
5073,ORANGE,2013-09-27T22:32:55+00:00,@MetroHotCars #hotcar 5073 orange line,_anngeewhiz_,889697377,383720936937373696
1147,BLUE,2013-09-28T03:27:46+00:00,@wmata hot car 1147 blue line,KatieCorradini,373668702,383795141544517632
1257,BLUE,2013-09-30T16:05:30+00:00,Didn't think I'd be saying this the last day of September... #wmata #hotcar #1257 on blue line towards Largo. You could grow cacti in here.,PeopleOnMetro,605294029,384710604885622784
1138,RED,2013-09-30T21:14:53+00:00,@metrohotcars 1138 is unbearable! Redline to shady grove @unsuckdcmetro #wmata,fotolinda,21108987,384788464346361856
1124,BLUE,2013-09-30T21:52:57+00:00,@metrohotcars Blue line 1124 is a #hotcar,smcclure10,134272046,384798043977314304
1075,YELLOW,2013-09-30T21:59:17+00:00,".@wmata very, very hot car on yellow line toward Huntington #1075  #unsuckDCmetro #DCmetro #hotCar",JessSchillinger,134848780,384799636508409856
1257,NONE,2013-09-30T22:05:35+00:00,"And to top off my #rushplus wait for a blue #wmata, I now have a #hotcar 1257 en route to Franconia. Hate the blue line!",AshDee04,55077072,384801222882258944
1222,ORANGE,2013-10-01T20:52:57+00:00,"Reporting a #wmata hot car, 1222 Orange Line to Vienna. On October 1. Just ain't right. @unsuckdcmetro",JimWay,16184492,385145332038127616
3150,RED,2013-10-01T20:53:12+00:00,#Hotcar 3150. Red Line. @wmata,summersgill,29257133,385145396429062144
1273,NONE,2013-10-02T00:00:54+00:00,#WMATA #hotcar 1273,kurtraschke,25208645,385192632454246400
1124,YELLOW,2013-10-02T19:46:23+00:00,1124 yellow #wmata #hotcar,DrinksTheThings,16988643,385490969053102080
1111,RED,2013-10-03T18:27:39+00:00,"@metrohotcars, are we still reporting #hotcars? Car 1111 (RL to Glenmont) is broiling!",kchurch05,16013224,385833540128350208
1147,NONE,2013-10-03T20:05:29+00:00,@wmata @metrorailinfo #hotcar train 1147,mattashburn,18076097,385858162311434240
5004,NONE,2013-10-03T22:52:07+00:00,Pumpkin pie DQ blizzard. Oh em gee. I could use one in this hot ass train car. #WMATA fix 5004 train car. It feels like hades' n*tsack. Ugh,sanguinerose81,18708643,385900095264145408
3026,ORANGE,2013-10-04T20:12:26+00:00,@MetroHotCars #hot car 3026 #Orange line,UnleafTheKraken,249353902,386222300519235584
1151,ORANGE,2013-10-04T22:00:31+00:00,#wmata OL car 1151 is a #hotcar.,CookJohnC,16638713,386249500320628736
6095,BLUE,2013-10-04T22:06:34+00:00,@MetroHotCars Blue line car 6095 is a #hotcar #wmata,MetroRage,269801073,386251023452745728
4044,RED,2013-10-14T21:45:04+00:00,Red line car 4044 is a #hotcar @wmata,summersgill,29257133,389869488952590336
1002,NONE,2013-10-15T22:37:13+00:00,@MetroHotCars car 1002AC unusually warm today,mattfedeli,53145505,390245000359202817
1271,BLUE,2013-10-16T13:31:56+00:00,#dchotcar #1271 on blue line toward Largo. #hotcar #wmata #dcmetro,JessSchillinger,134848780,390470165642883072
1184,ORANGE,2013-10-16T21:01:01+00:00,@MetroHotCars 1184 OL has to be 90 degrees plus!,AmandaRieter,461652074,390583181973671937
1185,NONE,2013-10-17T22:15:14+00:00,@wmata hot car 1185,TimSchmitz,1708211,390964245506297857
5015,ORANGE,2013-10-30T20:11:01+00:00,@MetroHotCars car 5015 OL to Vienna; half the lights are out and the car has no air @wmata,daniellelewis_1,746114216,395644027498168320
1284,RED,2013-10-31T20:38:51+00:00,Since it’s 10.31 I guess tech can’t complain about a @MetroHotCars? RL1284,seoulfully,838791,396013421348810752
1289,NONE,2013-10-31T23:43:34+00:00,#Hotcar 1289 #wmata The heat was on &amp; it’s not hot out. I was sweating.,MrTerrificPants,45842048,396059907134619648
1284,RED,2013-11-01T14:00:59+00:00,"#wmata #hotcar #redline 1284 The damned car was nearly 80 degrees. Thanks for the morning sauna, Metro.",datawench,14744169,396275681648070656
1234,BLUE,2013-11-01T21:19:46+00:00,#hotcar 1234 blue line #wmata,ohmybrittbaby,203188342,396386102539722752
1113,YELLOW,2013-11-01T21:59:47+00:00,@MetroHotCars Yellow Car 1113 #wmata #hotcar,rafijoepr,28377435,396396173570740226
2070,GREEN,2013-11-01T22:04:31+00:00,@MetroHotCars Green Line car 2070 #hot car,Steelersrulz,37298515,396397368197013504
1003,RED,2013-11-04T23:26:02+00:00,1003 red #wmata #hotcar,jen_taboada,565203609,397505046050787328
6028,RED,2013-11-07T13:40:42+00:00,"6028 is a #wmata #hotcar. And while we're on the topic of the red line this morning, wtf wmata? #fixwmata",raiilaura,44777394,398444905829105665
1164,RED,2013-11-18T22:28:06+00:00,It's November aaand I found a #hotcar! 1164 on the #RedLine. Also a #colognecar thanks to the guy who just boarded. Oof. #wmata,thisisbossi,229348030,402563895816359937
5180,ORANGE,2013-12-03T13:16:09+00:00,@wmata Orange line 5180 has cold air blowing from the cabin vents.  #hotcar,BMyersRF,588801834,407860810690867201
1118,RED,2014-01-14T13:47:56+00:00,RL car 1118 is HOT. Sauna. No wonder there are sick pax so frequently. @MetroHotCars #wmata,WellRedCommuter,42056591,423089100485582849
3164,NONE,2014-02-10T15:20:43+00:00,"@wmata Please...car 3164 is way way way way too hot...please turn off heat, we're wearing parkas for god's sake @DCMetroRed",FoodAgVietNam,474152580,432896920076713985
1043,RED,2014-03-11T14:31:55+00:00,"Too early for #hotcar? 1043 redline, turn off the heat @Metrorailinfo #wmata",proxli,160363120,443393888901144576
1068,RED,2014-04-01T21:02:17+00:00,@wmata @unsuckdcmetro #hotcar #red line #1068,UnleafTheKraken,249353902,451102272429522944
1178,RED,2014-04-01T22:31:01+00:00,"@Wmata It's the first really nice day and the first car I get on is a hot car. What the heck? Red line, Shady Grove-bound, car 1178.",AndrewRuffin,324666243,451124602903990272
1212,YELLOW,2014-04-08T19:38:33+00:00,Our train operator has a box of marbles in his mouth. Can't understand a word &amp;  a hot as hell car 1212 Yellow @unsuckdcmetro @MetroHotCars,Mijbo603,393584658,453617916060385280
1036,NONE,2014-04-08T21:12:16+00:00,#wmata #hotcar 1036,phoegel,16162599,453641499310161920
1043,NONE,2014-04-08T22:45:26+00:00,#wmata #hotcar 1043,phoegel,16162599,453664947549900801
1066,NONE,2014-04-09T19:37:34+00:00,1066 #wmata #hotcar,franchise02,15429432,453980055908417537
3124,NONE,2014-04-09T20:38:31+00:00,"Car number 3124 is HOT. Turn off the heater, please. #wmata @Metrorailinfo",powerinva,330609483,453995395656736768
3123,GREEN,2014-04-10T22:32:32+00:00,#wmata #hotcar 3123 GR southbound,LowHeadways,574513900,454386477376733184
5141,YELLOW,2014-04-11T19:58:55+00:00,@wmata #hotcar yellow rush plus 5141,ma3145tt,11768422,454710206166228992
3023,RED,2014-04-11T20:16:07+00:00,Seriously? Not even summer and there's already a #wmata #hotcar. Red line no. 3023.  @unsuckdcmetro,s1ncer1ty,13516672,454714533798772736
1049,NONE,2014-04-11T20:45:39+00:00,Let #wmata #hotcar tweeting begin. Car 1049,AshDee04,55077072,454721963827929088
6020,BLUE,2014-04-11T21:21:43+00:00,#wmata #hotcar 6020 BL towards Largo,narglenon,1513759476,454731041035784192
1157,NONE,2014-04-11T22:46:30+00:00,"@wmata Tis the season, Hot Car 1157 #hotcar #unsuckdcmetro",bensun,17835417,454752380064923650
4085,NONE,2014-04-11T23:55:16+00:00,"Blech, 4085 is hot! @MetroHotCars",WellRedCommuter,42056591,454769684832079872
6016,RED,2014-04-12T19:09:08+00:00,RL 6016 is a #wmata @MetroHotCars!,NemoGal202,627427654,455060064010002435
4020,RED,2014-04-13T02:55:59+00:00,RL 4020 is a #wmata #hotcar @MetroHotCars,NemoGal202,627427654,455177550936158209
1192,RED,2014-04-13T19:55:20+00:00,"RL to Silver Spring, car 1192. #wmata #hotcar",ajacobi5,358472604,455434076632391681
4071,RED,2014-04-14T12:33:48+00:00,"@Metrorailinfo Let the summer games begin, #hotcar alert for Redline car 4071. No air..... at all. #wmata",wowindc,47610940,455685350414098432
4020,NONE,2014-04-14T13:11:23+00:00,"First weekday with summer Temps, and @wmata already has a #hotcar - 4020. Cc:@Metrorailinfo",jakemcintyre,24718047,455694808162791424
1066,RED,2014-04-14T14:39:42+00:00,#hotcar 1066 RL to SG @wmata,TimR22203,297458440,455717032684965888
1180,ORANGE,2014-04-14T18:20:34+00:00,@MetroHotCars OL train car 1180 is a HOT car,AmandaRieter,461652074,455772618936033280
2014,NONE,2014-04-14T22:00:09+00:00,@pmkell @unsuckdcmetro let the new 2014 tourism and #hotcar #orangecrush #wmata hashtag war begin. What do we know about #customerservice?,sleeplessinva,14256164,455827877129637888
1084,NONE,2014-04-14T22:21:13+00:00,@wmata #hotcar 1084. though with snow coming Wednesday... Maybe that's okay.,hoborocks,9263962,455833180277571584
1276,ORANGE,2014-04-14T23:02:12+00:00,@Wmata Orange line 1276 very warm inside car.  #Hotcar,BMyersRF,588801834,455843492846403584
1116,GREEN,2014-04-17T20:15:22+00:00,Hey @wmata NB GL car #1116 is blazingly hot.,jw190d9,24800264,456888672701677568
1256,NONE,2014-04-21T19:33:24+00:00,@wmata 1256 has no AC. 1256 its a #hotcar,notionalagent,15572908,458327660398383104
4017,RED,2014-04-21T21:04:25+00:00,And I like to announce our first #hotcar of the season: #wmata 4017 on its Red line way to Glenmont. @unsuckdcmetro,outtacontext,14228887,458350566054576130
1020,ORANGE,2014-04-21T21:15:29+00:00,@metrohotcars #hotcar already?! #1020 orange line to Vienna.,BuiltGeekTough,9248352,458353353022783488
1148,RED,2014-04-21T22:14:33+00:00,@MetroHotCars 1148 redline train #hotcar #wmata @unsuckdcmetro,Joe_Baaa,1868921876,458368215618686976
1256,NONE,2014-04-22T20:43:36+00:00,"Weird #wmata ride pt 2: I am in car 1256, REALLY HOT, smells like turpentine. Op says, ""hang on, only a few more stops."" WTF is going on?",punkwalrus,14363910,458707716953763841
1256,ORANGE,2014-04-22T20:59:27+00:00,"#HotCar Orange line to New Carrollton, car 1256 @unsuckdcmetro @wmata",TheHornGuy,40506740,458711705900814336
1265,BLUE,2014-04-22T21:16:49+00:00,#wmata #hotcar 1265 BL to Largo,LowHeadways,574513900,458716075723882497
1269,NONE,2014-04-23T11:13:32+00:00,#wmata #hotcar 1269 (feels like the heat is stuck on),kurtraschke,25208645,458926639825838080
1276,YELLOW,2014-04-27T02:03:39+00:00,*sigh* #wmata #hotcar 1276 YL northbound. At least I didn't have to wait for it,LowHeadways,574513900,460237811019710464
1140,RED,2014-04-27T19:40:47+00:00,@wmata Sunday Funday brought to an end by Hot Car 1140 on red line. #wmata #hotcar,bensun,17835417,460503845278195713
1255,YELLOW,2014-04-28T13:29:54+00:00,#wmata #hotcar 1255 YL southbound,LowHeadways,574513900,460772898656239617
3031,NONE,2014-05-01T19:06:36+00:00,@wmata hot car 3031,SoftcoreZen,608610369,461944794064093184
1015,NONE,2014-05-01T23:12:55+00:00,"@wmata The heat after the rain, Hot Car 1015. #wmata #hotcar",bensun,17835417,462006782186237952
1015,NONE,2014-05-03T14:50:58+00:00,#wmata 1015. First hot car of the season.,DCtransitnerd,2321677506,462605240270061569
1147,RED,2014-05-06T21:48:18+00:00,@MetroHotCars Car 1147 on the Red Line is awfully toasty. #wmata #hotcar,Fran_Rogers,116144439,463797427208585216
6115,NONE,2014-05-07T21:35:40+00:00,#wmata #hotcar 6115. Holy hot.,ListenUpWMATA,595982004,464156636509392896
1015,ORANGE,2014-05-07T21:48:40+00:00,@wmata Hot car#1015 on the orange line to New Carrollton #hotcar  Happening now,Ritaontherock,2398340305,464159907412205568
5171,NONE,2014-05-07T22:43:51+00:00,"@wmata 5171 #hotcar season already, eh?",spongedinosaur,36979029,464173797185036289
1248,RED,2014-05-08T01:52:48+00:00,Is it #hotcar season already @wmata ? Really? Red line car 1248 @unsuckdcmetro,endobert,14859379,464221347086737409
5171,NONE,2014-05-08T22:35:59+00:00,It's hotcar season. 5171 is a #hotcar. @unsuckdcmetro @Metrorailinfo @wmata,joyfulfortress,34199498,464534201979928577
1139,RED,2014-05-09T17:49:59+00:00,Hot car alert: car 1139 on the RL to Shady Grove is unbearable. @unsuckdcmetro @wmata,rty9a,343524569,464824618185142273
1296,BLUE,2014-05-09T19:22:28+00:00,#wmata #hotcar 1296 BL to Largo. Also in serious need of an overhaul and mildew removal http://t.co/GRMyBXQO0f,LowHeadways,574513900,464847889630760960
1080,RED,2014-05-09T21:10:25+00:00,#wmata #hotcar 1080 red line,phoegel,16162599,464875056888565760
6061,RED,2014-05-09T22:16:08+00:00,Oh boy! First @MetroHotCars of the season! Red line of course car 6061,agrotke,48082526,464891596698550273
1294,RED,2014-05-09T22:30:07+00:00,Hot train car #1294 redline toward shady grove. @wmata @MetroForward @Metrorailinfo,SirBehrad,29633910,464895114188689408
1259,NONE,2014-05-10T16:48:17+00:00,"Hey @wmata, it's #hotcar season. Car 1259 needs a tune up.",tomjleonard,31577542,465171476673355776
4090,NONE,2014-05-12T21:00:10+00:00,"@Metrorailinfo 90° and rail car 4090 has no AC.

@MetroHotCars @unsuckdcmetro ",jeff1508,19995870,465959643563708416
2011,NONE,2014-05-12T21:10:29+00:00,"Metro fixed all the hot cars in 2011, remember? http://t.co/6UobauNDup #wmata #operationcoolbreeze #bs",unsuckdcmetro,21315320,465962239053561856
4082,NONE,2014-05-12T21:26:16+00:00,Hot car. 4082 :-( #wmata,thisisasj,12118952,465966211051036672
1117,RED,2014-05-12T22:04:24+00:00,@wmata super hot car in car 1117 silver spring red line.,PluckyDuckling,412333968,465975809149530112
1213,NONE,2014-05-12T22:40:48+00:00,Oh yuck. 1213 is a SUPER #hotcar. @unsuckdcmetro #wmata,joyfulfortress,34199498,465984966997073920
1213,ORANGE,2014-05-13T12:08:54+00:00,Time to start up #hotcar again? Car 1213 on an orange line to Vienna. Yuck. @unsuckdcmetro #wmata,MeredithWise,14119836,466188332783783936
4086,NONE,2014-05-13T13:26:52+00:00,"And so begins hot car season on @wmata...ugh. Car 4086 on OR, for what it's worth. @unsuckdcmetro",rkerestes,37100300,466207953176244224
1199,ORANGE,2014-05-13T13:40:43+00:00,@wmata @unsuckdcmetro  #hotcar 1199 orange to Viena,Ritaontherock,2398340305,466211437166084096
5049,ORANGE,2014-05-13T20:26:21+00:00,@MetroHotCars #hotcar 5049 orange line,MDarcy27,28398996,466313518099492864
1023,NONE,2014-05-13T21:04:52+00:00,#wmata @wmata #hotcar car# 1023,AshDee04,55077072,466323210955677696
1205,NONE,2014-05-13T21:16:02+00:00,90 degrees outside + @wmata hotcar #1205 = angry hell,OnTheFitz,31317086,466326023471386624
1299,RED,2014-05-13T21:32:01+00:00,@wmata First #hotcar of these warming months: 1299 on the Red Line.,thisisbossi,229348030,466330044395429888
5165,RED,2014-05-13T21:42:04+00:00,@Wmata @Metrorailinfo @MetroHotCars car 5165 red line HOT!  Seriously? It's not even summer. 2 stops &amp; I'm sweating. #wmata,rmwc1995,279353996,466332575179751424
5095,NONE,2014-05-13T21:44:08+00:00,#WMATA #hotcar 5095,kurtraschke,25208645,466333096368160769
1023,YELLOW,2014-05-13T22:01:53+00:00,"Whoa, @wmata! Car 1023 is a serious #hotcar right now on a #Yellowline Rush Plus train to Greenbelt. @Metrorailinfo #DC",mistergoat,73828637,466337562907672576
1040,YELLOW,2014-05-13T22:10:38+00:00,@MetroHotCars Yellow Line car 1040 is a #wmata #hotcar,jeditrainee,22651397,466339765730959361
1299,RED,2014-05-13T22:10:57+00:00,.@wmata #hotcar 1299 #redline #immelting,dwfma,14285833,466339843715637248
1049,YELLOW,2014-05-13T22:14:20+00:00,Bonus: Yellow line car 1049 to Huntington is a #wmata @MetroHotCars.,NemoGal202,627427654,466340696136626179
1251,RED,2014-05-14T01:31:54+00:00,@wmata @unsuckdcmetro #hotcar to #shadygrove on redline car #1251,Louda313,274523952,466390414724177921
1188,RED,2014-05-14T12:46:05+00:00,#Metro #RedLine to Silver Spring car #1188 is a #hotcar. @wmata @Metrorailinfo @unsuckdcmetro,SirBehrad,29633910,466560079123468289
6148,NONE,2014-05-15T11:58:15+00:00,No HVAC in Metrorail car 6148. #WMATA #hotcar,kurtraschke,25208645,466910427247808513
3059,BLUE,2014-05-15T12:28:55+00:00,@MetroHotCars car 3059 on the BL IS #HOTCAR #wmata @wmata,roadtohell,17669364,466918146251952128
2051,NONE,2014-05-15T13:15:01+00:00,"#wmata #hotcar 2051 OR to Vienna (it's on and trying, but struggling)",LowHeadways,574513900,466929746832814081
1186,ORANGE,2014-05-15T20:26:43+00:00,#wmata #hotcar 1186 Orange Line to Vienna @wmata @unsuckdcmetro ,adamwenner,16213427,467038389997273088
5160,NONE,2014-05-16T11:29:37+00:00,#WMATA #hotcar #humidcar 5160,kurtraschke,25208645,467265611555696640
1085,BLUE,2014-05-19T21:59:30+00:00,Blue line car 1085 is hot! @wmata,DC_7C03res,225683965,468511287765245952
3059,RED,2014-05-19T22:07:21+00:00,Red Line car 3059 is a @wmata #hotcar,nathanielward,17965110,468513265405140992
4065,RED,2014-05-20T19:32:40+00:00,@MetroHotCars 4065 red line is a hot car @unsuckdcmetro @Metrorailinfo,stinkogingko,407872346,468836723653222402
3103,ORANGE,2014-05-20T19:56:05+00:00,@Metrorailinfo @metrohotcars Ugh #wmata #hotcar 3103 on the orange line,districtRich,143404126,468842617950973952
3043,NONE,2014-05-20T21:30:15+00:00,@wmata car 3043 is a #hotcar @unsuckdcmetro @FixMetro @,MikeVerve,353426761,468866316435460098
6064,RED,2014-05-21T17:58:06+00:00,Car 6064 redline to Silver Spring feels like a hot car. All I feel is warm air coming out of the vents. #wmata,OmegaMoth,153510320,469175312711163904
5046,NONE,2014-05-22T11:33:59+00:00,#WMATA #hotcar 5046; HVAC completely inoperative.,kurtraschke,25208645,469441036784525312
5112,ORANGE,2014-05-22T20:38:41+00:00,@wmata @unsuckdcmetro  #hotcar 5112 ol to vienna,drew04,16225883,469578114897838080
1299,GREEN,2014-05-23T10:50:28+00:00,@WMATA: GL car #1299 is a hot car. #HotCar #WMATA,ColliMcKiernan,10203422,469792472923906049
1247,ORANGE,2014-05-23T12:30:12+00:00,@wmata #hotcar 1247 on Orange line,jrstriker12,101831009,469817573509722112
1247,NONE,2014-05-23T12:47:12+00:00,It's #hotcar season. 1247 on the OR line to New Carrolton #wmata,buzbyindc,113649619,469821849522540544
3207,NONE,2014-05-25T13:46:56+00:00,#WMATA #hotcar 3207; no HVAC,kurtraschke,25208645,470561657903915008
1073,YELLOW,2014-05-25T14:40:50+00:00,"Another hot car, @wmata. Yellow line train, car 1073.",tomjleonard,31577542,470575220856999937
1142,RED,2014-05-25T16:19:06+00:00,RD line car 1142 is a #hotcar #wmata @wmata @MetroHotCars,narglenon,1513759476,470599952373014529
1142,RED,2014-05-25T16:29:32+00:00,@metrohotcars red line 1142 is a hot car.,adunkman,15182554,470602575570804736
1073,YELLOW,2014-05-26T02:10:49+00:00,#wmata #hotcar yellow line car #1073 heading to Huntington,karl234887,196369596,470748862676623360
1179,RED,2014-05-26T17:30:53+00:00,Hey @wmata red line car 1179 is a hot car!! Dyyyying in here @unsuckdcmetro,barreflydc,1500143466,470980405462847488
5049,RED,2014-05-26T19:49:18+00:00,@metrohotcars red line 5049 is a hot car.,adunkman,15182554,471015237702144000
6016,GREEN,2014-05-26T20:49:23+00:00,"@wmata my first #hotcar of the summer! 6016, green line. #wmata",thereal_SNL,27124423,471030359619280896
6153,YELLOW,2014-05-27T13:04:34+00:00,YL car 6153 is a #wmata #hotcar,jeditrainee,22651397,471275772163158016
1276,NONE,2014-05-27T13:12:05+00:00,"Car #1276. Horrifically bad #hotcar, no fan at all. #wmata",Rizzz,13532822,471277664264028160
4017,RED,2014-05-27T13:27:47+00:00,@MetroHotCars @wmata #wmata #hotcar 4017 red line Good Morning and welcome aboard the sauna car. #fb,crankylifeguard,16920504,471281613796438016
1095,NONE,2014-05-27T19:28:31+00:00,Ahhhh the start of summer in DC means hot cars on #wmata  Car 1095 towards Shady Grove is like Africa hot.,fotolinda,21108987,471372396562505728
5085,RED,2014-05-27T21:19:19+00:00,"@Metrorailinfo #wmata #hotcar alert, Redline to Grovsnor car 5085",wowindc,47610940,471400280248942592
1206,RED,2014-05-27T22:16:44+00:00,@MetroHotCars red line car 1206 #hotcar,districtkc,602421305,471414728615424001
5042,RED,2014-05-28T11:58:19+00:00,Shady Grove bound Red Line car 5042 hot car no AC @wmata @metroopensdoors,dgeong,15248188,471621488114933760
5111,NONE,2014-05-28T13:25:42+00:00,#wmata #hotcar 5111 OR to West Falls Church,LowHeadways,574513900,471643478137798656
2064,NONE,2014-05-28T21:03:49+00:00,. @wmata car no. 2064 has the heat on so high I think it might be a #hotcar for the next two weeks straight.,boomding,549788857,471758765424115712
6151,ORANGE,2014-05-28T21:06:35+00:00,"@WMATA: OL car #6151 is a hot car. (Cc: @MetroHotCars, @UnsuckDCMetro) #HotCar #WMATA",ColliMcKiernan,10203422,471759463859253248
2066,RED,2014-05-28T21:48:30+00:00,@wmata #hotcar 2066 red line towards silver spring. People are leaving the train car faster than brain cells leaving Bieber.,PeopleOnMetro,605294029,471770009967292416
6004,RED,2014-05-28T22:09:25+00:00,@wmata redline 6004 is hot. Real hot. #hotcar 😓🚂,AnnaTPatrick,224410477,471775275945328640
4090,NONE,2014-05-28T22:10:07+00:00,"Ah, its that time again! My first #hotcar of the season 4090 @Metrorailinfo @unsuckdcmetro  #wmata",sarahcottontail,137810397,471775449799229440
1085,ORANGE,2014-05-28T22:30:07+00:00,#hotcar No. 1085 Orange Line to New Carrolton. Yikes  @unsuckdcmetro @wmata,PDShinkman,41653798,471780482938454016
1180,NONE,2014-05-30T11:21:56+00:00,#WMATA #hotcar 1180,kurtraschke,25208645,472337107605028865
5051,ORANGE,2014-05-30T16:34:46+00:00,First #hotcar of the season: orange line 5051. #wmata  @wmata @Metrorailinfo,YR_AlyssaDC,23724083,472415833017552896
1202,RED,2014-05-30T22:58:30+00:00,#Metro #RedLine t/w #ShadyGrove car #1202 is a #hotcar. @MetroHotCars @unsuckdcmetro @Why_WMATA @wmata @Metrorailinfo @rushminus,SirBehrad,29633910,472512403629174784
1261,RED,2014-06-01T21:17:08+00:00,.@wmata red line car 1261 is a #hotcar,nathanielward,17965110,473211670223794180
3102,YELLOW,2014-06-02T22:49:12+00:00,#wmata #hotcar 3102 northbound yellow,LowHeadways,574513900,473597226212929536
1261,RED,2014-06-02T22:58:41+00:00,#wmata #hotcar 1261 on the redline today. No air circulation or air flow at all. Why is this car still in service? It's a health risk,rosie_storey,16636203,473599614911000577
6016,GREEN,2014-06-03T00:31:37+00:00,@Metrorailinfo Car 6016 green line Branch road bound at archives is a hot car. Please take it out of service. #wmata. Thanks.,DennisLytton,511035877,473623002471333888
2004,ORANGE,2014-06-03T12:29:01+00:00,#wmata #hotcar 2004 Orange to Vienna,LowHeadways,574513900,473803538985156608
1276,NONE,2014-06-03T15:02:03+00:00,@wmata hot car #1276 #winteriscoming #right?,OnTheFitz,31317086,473842053076774912
1054,YELLOW,2014-06-03T19:50:50+00:00,Yellow line hot car 1054 @MetroHotCars,Mijbo603,393584658,473914727618203648
3099,YELLOW,2014-06-03T21:15:04+00:00,3099 Yellow line #wmata #hotcar,phoegel,16162599,473935923176951809
1064,YELLOW,2014-06-03T21:40:48+00:00,"My first @wmata ride in… a week? Two? And I got the hot car. 1064 yellow line ""rush plus"" (lol) to Greenbelt. #drippingsweat #shouldvedriven",ClinicEscort,45934467,473942400616767488
5026,RED,2014-06-03T22:19:41+00:00,Red line 5026 is a hot car! @MetroHotCars #wmata,NemoGal202,627427654,473952186905264128
3110,NONE,2014-06-03T22:21:37+00:00,".@wmata #hotcar green line train just leaving navy yard car 3110, 3rd from back.",dariasteigman,16827864,473952674241454084
1276,RED,2014-06-04T02:20:15+00:00,Red line car 1276 #HotCar #wmata,zaronow,116218365,474012727971565568
1137,ORANGE,2014-06-04T12:24:38+00:00,Orange line 1137 has no a/c.  @wmata #hotcar,BMyersRF,588801834,474164824902221824
3040,RED,2014-06-04T12:42:43+00:00,@wmata #hotcar 3040 on Red Line right now. Feels like he has his heat on full blast - please fix!,Ceollaigh,381876388,474169376086978560
